Angle,Observed,Calculated,Background,Calcite_nb,SiO2_nb,Calcite,SiO2
4.0028,1816,1895.1,1894.38,0.08,0.64,1894.46,1895.02
4.053,1804,1848.51,1847.78,0.08,0.65,1847.86,1848.43
4.1031,1773,1810.79,1810.06,0.08,0.65,1810.14,1810.71
4.1533,1850,1780.14,1779.41,0.08,0.66,1779.49,1780.07
4.2034,1799,1755.08,1754.34,0.08,0.66,1754.42,1755
4.2535,1769,1734.37,1733.63,0.08,0.67,1733.71,1734.3
4.3037,1763,1717,1716.25,0.08,0.67,1716.33,1716.92
4.3538,1775,1702.13,1701.38,0.08,0.67,1701.46,1702.05
4.4039,1687,1689.08,1688.32,0.08,0.68,1688.4,1689
4.4541,1718,1677.3,1676.54,0.08,0.68,1676.62,1677.22
4.5042,1740,1666.36,1665.59,0.08,0.69,1665.67,1666.28
4.5544,1648,1655.9,1655.13,0.08,0.69,1655.21,1655.82
4.6045,1618,1645.65,1644.88,0.08,0.69,1644.96,1645.57
4.6546,1561,1635.41,1634.63,0.08,0.7,1634.71,1635.33
4.7048,1625,1625.03,1624.24,0.08,0.7,1624.32,1624.94
4.7549,1657,1614.38,1613.6,0.08,0.71,1613.68,1614.31
4.805,1615,1603.41,1602.62,0.08,0.71,1602.7,1603.33
4.8552,1535,1592.06,1591.26,0.08,0.71,1591.34,1591.97
4.9053,1627,1580.31,1579.51,0.08,0.72,1579.59,1580.23
4.9554,1613,1568.16,1567.35,0.08,0.72,1567.43,1568.07
5.0056,1577,1555.62,1554.81,0.08,0.73,1554.89,1555.54
5.0557,1501,1542.71,1541.89,0.08,0.73,1541.97,1542.62
5.1059,1459,1529.46,1528.64,0.08,0.74,1528.72,1529.38
5.156,1406,1515.91,1515.08,0.08,0.74,1515.16,1515.82
5.2061,1465,1502.1,1501.27,0.09,0.74,1501.36,1502.01
5.2563,1490,1488.07,1487.24,0.09,0.75,1487.33,1487.99
5.3064,1499,1473.87,1473.03,0.09,0.75,1473.12,1473.78
5.3565,1411,1459.55,1458.71,0.09,0.76,1458.8,1459.47
5.4067,1325,1445.14,1444.29,0.09,0.76,1444.38,1445.05
5.4568,1417,1430.7,1429.85,0.09,0.77,1429.94,1430.62
5.507,1449,1416.26,1415.4,0.09,0.77,1415.49,1416.17
5.5571,1386,1401.86,1401,0.09,0.77,1401.09,1401.77
5.6072,1398,1387.54,1386.67,0.09,0.78,1386.76,1387.45
5.6574,1346,1373.33,1372.46,0.09,0.78,1372.55,1373.24
5.7075,1322,1359.27,1358.4,0.09,0.79,1358.49,1359.19
5.7576,1375,1345.39,1344.51,0.09,0.79,1344.6,1345.3
5.8078,1354,1331.7,1330.82,0.09,0.8,1330.91,1331.62
5.8579,1282,1318.24,1317.35,0.09,0.8,1317.44,1318.15
5.9081,1334,1305.03,1304.13,0.09,0.8,1304.22,1304.93
5.9582,1300,1292.07,1291.17,0.09,0.81,1291.26,1291.98
6.0083,1222,1279.4,1278.49,0.09,0.81,1278.58,1279.3
6.0585,1267,1267.02,1266.11,0.09,0.82,1266.2,1266.93
6.1086,1248,1254.94,1254.02,0.09,0.82,1254.11,1254.84
6.1587,1308,1243.17,1242.24,0.09,0.83,1242.33,1243.07
6.2089,1225,1231.71,1230.79,0.09,0.83,1230.88,1231.62
6.259,1291,1220.58,1219.65,0.09,0.84,1219.74,1220.49
6.3092,1202,1209.78,1208.84,0.09,0.84,1208.93,1209.68
6.3593,1241,1199.3,1198.36,0.1,0.85,1198.46,1199.21
6.4094,1234,1189.15,1188.2,0.1,0.85,1188.3,1189.05
6.4596,1237,1179.32,1178.37,0.1,0.86,1178.47,1179.23
6.5097,1174,1169.82,1168.86,0.1,0.86,1168.96,1169.72
6.5598,1192,1160.63,1159.67,0.1,0.87,1159.77,1160.54
6.61,1153,1151.76,1150.8,0.1,0.87,1150.9,1151.67
6.6601,1194,1143.2,1142.23,0.1,0.88,1142.33,1143.11
6.7102,1102,1134.95,1133.97,0.1,0.88,1134.07,1134.85
6.7604,1104,1126.98,1126,0.1,0.89,1126.1,1126.89
6.8105,1107,1119.31,1118.32,0.1,0.89,1118.42,1119.21
6.8607,1150,1111.92,1110.92,0.1,0.9,1111.02,1111.82
6.9108,1180,1104.79,1103.79,0.1,0.9,1103.89,1104.69
6.9609,1176,1097.93,1096.93,0.1,0.91,1097.03,1097.84
7.0111,1186,1091.33,1090.32,0.1,0.91,1090.42,1091.23
7.0612,1149,1084.97,1083.95,0.1,0.92,1084.05,1084.87
7.1113,1124,1078.84,1077.82,0.1,0.92,1077.92,1078.74
7.1615,1062,1072.94,1071.91,0.1,0.93,1072.01,1072.84
7.2116,1060,1067.26,1066.22,0.1,0.93,1066.32,1067.15
7.2618,1058,1061.78,1060.73,0.1,0.94,1060.83,1061.67
7.3119,1064,1056.49,1055.45,0.1,0.94,1055.55,1056.39
7.362,1106,1051.4,1050.34,0.1,0.95,1050.44,1051.29
7.4122,1080,1046.48,1045.42,0.1,0.96,1045.52,1046.38
7.4623,1037,1041.73,1040.66,0.11,0.96,1040.77,1041.62
7.5124,1009,1037.14,1036.07,0.11,0.97,1036.18,1037.04
7.5626,1043,1032.7,1031.62,0.11,0.97,1031.73,1032.59
7.6127,1033,1028.4,1027.31,0.11,0.98,1027.42,1028.29
7.6629,975,1024.23,1023.14,0.11,0.98,1023.25,1024.12
7.713,1047,1020.19,1019.09,0.11,0.99,1019.2,1020.08
7.7631,981,1016.26,1015.16,0.11,1,1015.27,1016.16
7.8133,1030,1012.44,1011.33,0.11,1,1011.44,1012.33
7.8634,1059,1008.72,1007.61,0.11,1.01,1007.72,1008.62
7.9135,1005,1005.1,1003.98,0.11,1.01,1004.09,1004.99
7.9637,898,1001.56,1000.43,0.11,1.02,1000.54,1001.45
8.0138,968,998.1,996.96,0.11,1.02,997.07,997.98
8.064,1012,994.71,993.57,0.11,1.03,993.68,994.6
8.1141,1000,991.39,990.24,0.11,1.04,990.35,991.28
8.1642,978,988.12,986.97,0.11,1.04,987.08,988.01
8.2144,946,984.92,983.76,0.11,1.05,983.87,984.81
8.2645,940,981.76,980.59,0.11,1.05,980.7,981.64
8.3146,958,978.64,977.47,0.11,1.06,977.58,978.53
8.3648,926,975.56,974.38,0.11,1.07,974.49,975.45
8.4149,961,972.52,971.33,0.12,1.07,971.45,972.4
8.465,916,969.51,968.31,0.12,1.08,968.43,969.39
8.5152,965,966.52,965.32,0.12,1.08,965.44,966.4
8.5653,946,963.55,962.35,0.12,1.09,962.47,963.44
8.6155,956,960.6,959.39,0.12,1.1,959.51,960.49
8.6656,956,957.67,956.45,0.12,1.1,956.57,957.55
8.7157,899,954.75,953.52,0.12,1.11,953.64,954.63
8.7659,928,951.83,950.59,0.12,1.12,950.71,951.71
8.816,929,948.92,947.68,0.12,1.12,947.8,948.8
8.8661,906,946.01,944.76,0.12,1.13,944.88,945.89
8.9163,949,943.1,941.85,0.12,1.14,941.97,942.99
8.9664,883,940.19,938.93,0.12,1.14,939.05,940.07
9.0166,966,937.28,936.01,0.12,1.15,936.13,937.16
9.0667,930,934.36,933.08,0.12,1.16,933.2,934.24
9.1168,943,931.43,930.15,0.12,1.16,930.27,931.31
9.167,899,928.5,927.2,0.12,1.17,927.32,928.37
9.2171,965,925.55,924.25,0.12,1.18,924.37,925.43
9.2672,906,922.59,921.28,0.12,1.19,921.4,922.47
9.3174,871,919.62,918.31,0.12,1.19,918.43,919.5
9.3675,921,916.64,915.32,0.13,1.2,915.45,916.52
9.4177,910,913.65,912.31,0.13,1.21,912.44,913.52
9.4678,874,910.63,909.29,0.13,1.21,909.42,910.5
9.5179,882,907.61,906.26,0.13,1.22,906.39,907.48
9.5681,908,904.57,903.21,0.13,1.23,903.34,904.44
9.6182,899,901.51,900.14,0.13,1.24,900.27,901.38
9.6683,876,898.44,897.06,0.13,1.25,897.19,898.31
9.7185,876,895.35,893.97,0.13,1.25,894.1,895.22
9.7686,917,892.25,890.85,0.13,1.26,890.98,892.11
9.8188,926,889.13,887.73,0.13,1.27,887.86,889
9.8689,842,885.99,884.58,0.13,1.28,884.71,885.86
9.919,866,882.84,881.42,0.13,1.29,881.55,882.71
9.9692,829,879.67,878.25,0.13,1.29,878.38,879.54
10.0193,839,876.49,875.06,0.13,1.3,875.19,876.36
10.0694,866,873.3,871.86,0.13,1.31,871.99,873.17
10.1196,878,870.09,868.64,0.13,1.32,868.77,869.96
10.1697,877,866.87,865.41,0.14,1.33,865.55,866.74
10.2198,869,863.64,862.17,0.14,1.34,862.31,863.51
10.27,893,860.4,858.92,0.14,1.34,859.06,860.26
10.3201,842,857.15,855.66,0.14,1.35,855.8,857.01
10.3703,838,853.88,852.38,0.14,1.36,852.52,853.74
10.4204,867,850.61,849.1,0.14,1.37,849.24,850.47
10.4705,901,847.33,845.81,0.14,1.38,845.95,847.19
10.5207,855,844.04,842.51,0.14,1.39,842.65,843.9
10.5708,857,840.74,839.2,0.14,1.4,839.34,840.6
10.6209,879,837.44,835.89,0.14,1.41,836.03,837.3
10.6711,850,834.14,832.58,0.14,1.42,832.72,834
10.7212,841,830.83,829.26,0.14,1.43,829.4,830.69
10.7714,818,827.52,825.94,0.14,1.44,826.08,827.38
10.8215,837,824.2,822.61,0.14,1.45,822.75,824.06
10.8716,807,820.89,819.29,0.15,1.46,819.44,820.75
10.9218,846,817.57,815.96,0.15,1.47,816.11,817.43
10.9719,842,814.26,812.63,0.15,1.48,812.78,814.11
11.022,786,810.95,809.31,0.15,1.49,809.46,810.8
11.0722,778,807.64,805.99,0.15,1.5,806.14,807.49
11.1223,850,804.33,802.68,0.15,1.51,802.83,804.19
11.1725,821,801.03,799.36,0.15,1.52,799.51,800.88
11.2226,843,797.74,796.06,0.15,1.53,796.21,797.59
11.2727,775,794.45,792.76,0.15,1.54,792.91,794.3
11.3229,768,791.17,789.47,0.15,1.55,789.62,791.02
11.373,833,787.9,786.19,0.15,1.56,786.34,787.75
11.4231,796,784.64,782.91,0.15,1.58,783.06,784.49
11.4733,773,781.39,779.65,0.15,1.59,779.8,781.24
11.5234,778,778.15,776.4,0.16,1.6,776.56,778
11.5736,774,774.93,773.16,0.16,1.61,773.32,774.77
11.6237,731,771.72,769.94,0.16,1.62,770.1,771.56
11.6738,810,768.52,766.73,0.16,1.63,766.89,768.36
11.724,781,765.33,763.53,0.16,1.65,763.69,765.18
11.7741,773,762.17,760.35,0.16,1.66,760.51,762.01
11.8242,749,759.02,757.18,0.16,1.67,757.34,758.85
11.8744,791,755.88,754.04,0.16,1.68,754.2,755.72
11.9245,809,752.77,750.91,0.16,1.7,751.07,752.61
11.9746,730,749.67,747.8,0.16,1.71,747.96,749.51
12.0248,756,746.6,744.71,0.16,1.72,744.87,746.43
12.0749,775,743.54,741.64,0.16,1.74,741.8,743.38
12.1251,759,740.51,738.59,0.17,1.75,738.76,740.34
12.1752,766,737.49,735.57,0.17,1.76,735.74,737.33
12.2253,799,734.5,732.56,0.17,1.78,732.73,734.34
12.2755,737,731.54,729.58,0.17,1.79,729.75,731.37
12.3256,792,728.6,726.62,0.17,1.8,726.79,728.42
12.3757,733,725.68,723.69,0.17,1.82,723.86,725.51
12.4259,731,722.79,720.78,0.17,1.83,720.95,722.61
12.476,744,719.92,717.9,0.17,1.85,718.07,719.75
12.5262,691,717.08,715.04,0.17,1.86,715.21,716.9
12.5763,677,714.26,712.21,0.17,1.88,712.38,714.09
12.6264,728,711.48,709.41,0.18,1.89,709.59,711.3
12.6766,692,708.72,706.63,0.18,1.91,706.81,708.54
12.7267,772,705.98,703.88,0.18,1.93,704.06,705.81
12.7768,678,703.28,701.16,0.18,1.94,701.34,703.1
12.827,765,700.61,698.47,0.18,1.96,698.65,700.43
12.8771,696,697.96,695.81,0.18,1.97,695.99,697.78
12.9273,757,695.35,693.18,0.18,1.99,693.36,695.17
12.9774,687,692.76,690.57,0.18,2.01,690.75,692.58
13.0275,658,690.21,688,0.18,2.02,688.18,690.02
13.0777,718,687.68,685.46,0.18,2.04,685.64,687.5
13.1278,655,685.19,682.95,0.19,2.06,683.14,685.01
13.1779,657,682.73,680.46,0.19,2.08,680.65,682.54
13.2281,693,680.3,678.01,0.19,2.1,678.2,680.11
13.2782,703,677.9,675.6,0.19,2.11,675.79,677.71
13.3284,669,675.53,673.21,0.19,2.13,673.4,675.34
13.3785,686,673.2,670.85,0.19,2.15,671.04,673
13.4286,731,670.89,668.53,0.19,2.17,668.72,670.7
13.4788,703,668.63,666.24,0.19,2.19,666.43,668.43
13.5289,692,666.39,663.98,0.19,2.21,664.17,666.19
13.579,631,664.18,661.76,0.2,2.23,661.96,663.99
13.6292,660,662.01,659.56,0.2,2.25,659.76,661.81
13.6793,684,659.87,657.4,0.2,2.27,657.6,659.67
13.7294,651,657.77,655.27,0.2,2.29,655.47,657.56
13.7796,658,655.69,653.18,0.2,2.31,653.38,655.49
13.8297,676,653.65,651.11,0.2,2.34,651.31,653.45
13.8799,676,651.65,649.08,0.2,2.36,649.28,651.44
13.93,680,649.67,647.09,0.2,2.38,647.29,649.47
13.9801,654,647.73,645.12,0.21,2.4,645.33,647.52
14.0303,624,645.82,643.19,0.21,2.43,643.4,645.62
14.0804,649,643.95,641.29,0.21,2.45,641.5,643.74
14.1305,622,642.11,639.42,0.21,2.48,639.63,641.9
14.1807,636,640.3,637.59,0.21,2.5,637.8,640.09
14.2308,682,638.52,635.78,0.21,2.53,635.99,638.31
14.281,639,636.78,634.02,0.21,2.55,634.23,636.57
14.3311,654,635.07,632.28,0.22,2.58,632.5,634.86
14.3812,649,633.39,630.57,0.22,2.6,630.79,633.17
14.4314,638,631.75,628.9,0.22,2.63,629.12,631.53
14.4815,650,630.13,627.26,0.22,2.66,627.48,629.92
14.5316,609,628.55,625.65,0.22,2.68,625.87,628.33
14.5818,637,627,624.07,0.22,2.71,624.29,626.78
14.6319,594,625.49,622.52,0.22,2.74,622.74,625.26
14.6821,632,624,621.01,0.23,2.77,621.24,623.78
