Angle,Observed,Calculated,Background,Quartz_nb,Calcite_bn,Quartz,Calcite
69.8831,336,336.6,311.5,24.24,0.85,335.74,312.35
69.9332,329,335.4,311.48,23,0.92,334.48,312.4
69.9833,333,334.36,311.47,21.86,1.03,333.33,312.5
70.0335,349,333.47,311.45,20.81,1.21,332.26,312.66
70.0836,335,332.76,311.43,19.85,1.48,331.28,312.91
70.1337,337,332.29,311.42,18.95,1.92,330.37,313.34
70.1839,328,332.17,311.4,18.13,2.64,329.53,314.04
70.234,347,332.55,311.4,17.37,3.78,328.77,315.18
70.2841,337,333.24,311.38,16.66,5.2,328.04,316.58
70.3343,355,333.3,311.38,16,5.92,327.38,317.3
70.3844,335,332.13,311.37,15.39,5.37,326.76,316.74
70.4346,331,330.81,311.37,14.82,4.62,326.19,315.99
70.4847,327,329.96,311.36,14.28,4.31,325.64,315.67
70.5348,343,329.12,311.36,13.79,3.98,325.15,315.34
70.585,335,327.85,311.36,13.32,3.17,324.68,314.53
70.6351,355,326.52,311.36,12.89,2.27,324.25,313.63
70.6852,315,325.46,311.36,12.48,1.62,323.84,312.98
70.7354,329,324.66,311.37,12.1,1.19,323.47,312.56
70.7855,316,324.03,311.37,11.75,0.92,323.12,312.29
70.8357,309,323.52,311.38,11.41,0.73,322.79,312.11
70.8858,293,323.09,311.39,11.1,0.6,322.49,311.99
70.9359,315,322.71,311.39,10.81,0.51,322.2,311.9
70.9861,342,322.39,311.41,10.54,0.44,321.95,311.85
71.0362,319,322.09,311.42,10.29,0.38,321.71,311.8
71.0863,301,321.83,311.43,10.05,0.34,321.48,311.77
71.1365,312,321.59,311.45,9.83,0.31,321.28,311.76
71.1866,306,321.38,311.46,9.63,0.28,321.09,311.74
71.2367,327,321.19,311.48,9.44,0.26,320.92,311.74
71.2869,323,321.02,311.5,9.27,0.25,320.77,311.75
71.337,324,320.86,311.52,9.11,0.23,320.63,311.75
71.3872,348,320.73,311.54,8.97,0.22,320.51,311.76
71.4373,329,320.62,311.56,8.84,0.21,320.4,311.77
71.4874,320,320.52,311.59,8.73,0.21,320.32,311.8
71.5376,332,320.45,311.62,8.63,0.2,320.25,311.82
71.5877,319,320.38,311.64,8.54,0.2,320.18,311.84
71.6378,330,320.34,311.68,8.47,0.19,320.15,311.87
71.688,327,320.31,311.7,8.42,0.19,320.12,311.89
71.7381,347,320.31,311.74,8.38,0.19,320.12,311.93
71.7883,321,320.32,311.77,8.36,0.2,320.13,311.97
71.8384,346,320.35,311.8,8.35,0.2,320.15,312
71.8885,315,320.42,311.85,8.37,0.2,320.22,312.05
71.9387,294,320.49,311.87,8.4,0.21,320.27,312.08
71.9888,342,320.6,311.92,8.46,0.22,320.38,312.14
72.0389,315,320.73,311.96,8.54,0.23,320.5,312.19
72.0891,325,320.9,312.01,8.65,0.24,320.66,312.25
72.1392,302,321.09,312.04,8.79,0.26,320.83,312.3
72.1894,342,321.33,312.09,8.97,0.27,321.06,312.36
72.2395,310,321.62,312.14,9.18,0.3,321.32,312.44
72.2896,339,321.96,312.19,9.44,0.33,321.63,312.52
72.3398,296,322.35,312.24,9.75,0.36,321.99,312.6
72.3899,356,322.82,312.29,10.13,0.4,322.42,312.69
72.44,310,323.37,312.33,10.58,0.46,322.91,312.79
72.4902,353,324.03,312.39,11.12,0.53,323.51,312.92
72.5403,313,324.83,312.45,11.77,0.62,324.22,313.07
72.5905,316,325.78,312.5,12.55,0.73,325.05,313.23
72.6406,332,326.94,312.56,13.5,0.88,326.06,313.44
72.6907,305,328.36,312.62,14.67,1.07,327.29,313.69
72.7409,339,330.11,312.68,16.11,1.32,328.79,314
72.791,374,332.35,312.74,17.92,1.68,330.66,314.42
72.8411,333,335.26,312.81,20.23,2.23,333.04,315.04
72.8913,320,339.19,312.87,23.2,3.12,336.07,315.99
72.9414,335,344.53,312.93,27.09,4.51,340.02,317.44
72.9916,342,351.49,313.01,32.2,6.28,345.21,319.29
73.0417,331,359.28,313.06,38.85,7.37,351.91,320.43
73.0918,383,367.26,313.14,47.27,6.85,360.41,319.99
73.142,380,376.89,313.21,57.84,5.84,371.05,319.05
73.1921,377,390.91,313.28,72.26,5.38,385.54,318.66
73.2422,407,413.43,313.35,94.94,5.14,408.29,318.49
73.2924,479,452.44,313.44,134.62,4.38,448.06,317.82
73.3425,512,524.89,313.52,208.1,3.27,521.62,316.79
73.3926,587,655.77,313.59,339.81,2.37,653.4,315.96
73.4428,639,809.7,313.66,494.27,1.77,807.93,315.43
73.4929,710,803.79,313.75,488.63,1.4,802.38,315.15
73.5431,694,683.23,313.83,368.22,1.18,682.05,315.01
73.5932,636,625.88,313.91,310.9,1.07,624.81,314.98
73.6433,573,639.47,313.99,324.44,1.04,638.43,315.03
73.6935,556,621.56,314.08,306.37,1.11,620.45,315.19
73.7436,474,532.49,314.17,217.02,1.3,531.19,315.47
73.7937,497,454.54,314.26,138.66,1.62,452.92,315.88
73.8439,430,408.34,314.36,92.09,1.89,406.45,316.25
73.894,382,381.49,314.43,65.23,1.83,379.66,316.26
73.9442,370,364.93,314.54,48.82,1.57,363.36,316.11
73.9943,381,354.22,314.64,38.18,1.4,352.82,316.04
74.0444,342,346.91,314.73,30.84,1.33,345.57,316.06
74.0946,348,341.61,314.83,25.58,1.2,340.41,316.03
74.1447,327,337.54,314.92,21.68,0.95,336.6,315.87
74.1948,343,334.41,315.02,18.69,0.71,333.71,315.73
74.245,365,332,315.12,16.34,0.54,331.46,315.66
74.2951,322,330.12,315.22,14.47,0.42,329.69,315.64
74.3453,310,328.61,315.32,12.95,0.34,328.27,315.66
74.3954,316,327.41,315.43,11.69,0.29,327.12,315.72
74.4455,395,326.43,315.54,10.64,0.25,326.18,315.79
74.4957,364,325.6,315.64,9.75,0.22,325.39,315.86
74.5458,334,324.93,315.75,8.99,0.19,324.74,315.94
74.5959,334,324.35,315.84,8.33,0.17,324.17,316.01
74.6461,324,323.89,315.96,7.76,0.16,323.72,316.12
74.6962,313,323.48,316.07,7.26,0.15,323.33,316.22
74.7464,307,323.13,316.18,6.82,0.13,323,316.31
74.7965,317,322.86,316.3,6.43,0.12,322.73,316.42
74.8466,325,322.62,316.41,6.09,0.12,322.5,316.53
74.8968,348,322.42,316.54,5.77,0.11,322.31,316.65
74.9469,360,322.24,316.65,5.49,0.1,322.14,316.75
74.997,323,322.11,316.78,5.24,0.1,322.02,316.88
75.0472,347,321.98,316.88,5.01,0.09,321.89,316.97
